,resistant
2361,0
1333,0
1772,0
2868,1
839,0
1398,0
1700,0
137,0
2141,0
623,0
3229,0
1074,0
2811,1
2999,0
2763,1
149,0
650,1
1020,0
1475,0
2743,1
2586,0
1618,0
2403,0
519,0
1723,0
124,0
281,0
1993,0
1635,0
3354,0
3145,0
1139,0
3095,0
1960,0
119,0
2941,0
729,1
3394,0
1081,0
1426,0
696,0
2633,0
299,0
1242,0
3110,0
2075,0
2857,1
2813,1
2891,1
2107,0
2907,0
1493,0
313,0
585,0
1705,0
581,0
1108,0
248,0
3273,0
1653,0
1152,0
45,1
1583,0
424,0
2122,0
1915,0
482,0
1605,0
3320,0
3112,0
5,0
634,0
2466,0
2700,0
1433,0
395,0
1297,0
529,0
866,0
461,0
2784,1
1357,0
265,0
2570,0
902,0
609,0
726,0
2895,0
569,0
1643,0
25,1
1094,0
899,0
2147,0
1341,0
655,0
1679,0
2828,1
113,0
2611,0
1650,1
2176,0
3237,0
2806,1
33,0
889,0
807,0
3114,0
382,0
861,0
1873,1
2638,0
2377,0
1949,1
2384,0
1905,0
1437,0
2155,0
1625,0
1588,0
1527,0
1088,0
2823,1
3163,0
493,0
2767,1
497,0
3172,0
303,0
1267,0
2112,1
3299,0
2440,0
1922,0
521,0
338,0
698,0
2482,0
539,1
550,0
3210,0
3191,0
2732,0
3005,0
29,0
2747,1
2774,1
472,0
1607,0
52,0
593,0
91,0
1817,0
2189,0
2005,0
2274,0
1210,0
1859,0
2744,1
787,0
630,0
2456,0
154,0
1787,0
3131,0
3235,0
2950,1
2632,0
1190,0
1452,0
3258,0
3076,0
2893,0
3176,0
1698,0
1517,0
1211,0
2073,0
37,0
1763,0
2247,0
2803,0
709,0
2502,0
858,0
2661,0
1409,0
1245,0
671,1
3333,0
1154,0
2761,1
771,0
3374,0
3126,0
2969,1
829,0
2487,0
2260,0
1307,0
3027,0
801,0
2360,0
2230,0
934,0
815,0
725,0
727,0
1027,0
302,0
1419,0
2148,0
144,0
1294,0
330,0
1910,1
1672,0
1455,0
2642,1
1604,0
2363,0
1375,0
409,0
1709,0
1395,0
2805,1
2097,0
1216,0
2785,1
904,0
2139,0
2523,0
1246,0
293,1
129,0
1427,1
2043,0
984,0
1328,0
3022,0
2394,0
1292,0
2380,0
1181,0
22,1
1608,0
2307,0
44,1
2461,0
2337,0
1680,0
1890,1
559,0
582,0
2865,0
1082,0
2689,0
599,0
1217,0
1589,0
564,0
1693,0
731,1
1305,0
965,0
280,0
1551,0
3137,0
1028,0
68,0
2934,0
34,1
379,0
1537,0
2860,1
3097,0
2458,0
596,0
691,0
271,0
2550,0
1397,0
1249,0
2475,0
2129,0
1142,0
2630,0
2334,0
2770,1
1016,0
1378,0
2306,0
1180,0
3093,0
2422,0
1011,0
128,0
821,0
1790,0
2507,0
976,0
138,0
1598,0
3153,0
2735,0
2636,0
2213,0
1253,0
3204,0
512,0
1854,0
2936,0
2793,1
2854,1
1293,0
518,0
2246,0
844,0
2517,0
2734,0
1901,0
2715,0
2680,0
730,1
1637,0
526,0
216,0
1836,0
1484,0
3028,0
964,0
256,0
1864,0
1337,0
1902,1
2655,0
2323,0
3278,0
656,0
1528,0
988,0
3341,0
1874,0
1797,0
631,0
74,0
911,0
802,0
2939,0
2884,1
1450,0
740,0
175,0
1990,1
1425,0
3103,0
2994,0
3193,0
31,0
1966,0
1184,0
230,1
1532,0
1622,0
479,0
232,0
1659,1
1820,0
1877,1
2223,0
400,0
1824,0
884,0
1055,0
1519,0
579,0
496,0
435,0
2897,1
2703,0
2136,0
956,0
3312,0
2061,0
2848,1
2562,0
2993,0
3342,0
167,0
1594,0
109,0
2162,1
3070,0
1832,0
792,0
3259,0
2186,0
1457,0
1381,0
1247,0
3387,0
2745,1
2249,0
162,0
1365,0
2730,0
2757,1
635,0
2887,1
3058,0
42,0
3359,0
993,0
2226,0
1609,0
2271,0
171,0
2474,0
1796,0
2300,0
131,0
622,0
2908,1
345,0
527,0
3086,0
2291,0
897,0
1916,1
2727,0
2462,0
1683,0
336,0
264,1
3267,0
2111,0
2328,0
1347,0
2989,1
1946,0
3132,0
1394,0
2473,0
1391,0
2324,0
470,0
1867,0
384,0
3224,0
2665,0
2070,1
443,0
3146,0
1741,0
1792,0
1780,0
1586,0
2856,1
1478,0
1298,0
1794,0
1692,0
3079,0
2362,0
1616,0
1401,0
2203,0
1353,0
1486,0
423,0
85,0
2014,1
328,0
2497,0
1462,0
1368,0
843,0
1117,0
3302,0
1150,0
1664,0
2559,0
2385,0
1677,0
1785,0
910,0
2943,0
1195,0
1019,0
2723,0
2270,0
2879,1
3025,0
940,1
1261,0
1289,0
1288,0
3102,0
2890,0
1045,0
2769,1
2688,0
2276,0
1999,0
3142,0
1880,0
1655,0
243,0
502,0
1377,0
2802,1
1480,1
450,0
2942,0
869,0
235,1
488,0
1165,0
2366,0
1956,0
1258,0
1919,1
1235,0
2496,0
339,0
2265,0
1646,0
3136,0
595,0
1218,0
959,0
2800,1
1599,0
2973,0
2193,0
1712,0
1473,0
572,0
2232,0
1685,0
2259,0
2587,0
1351,0
1758,0
2991,1
169,0
2305,0
247,0
2006,1
2780,1
2870,1
3293,0
2013,0
2679,0
1550,0
3215,0
742,0
1458,0
1174,0
3108,0
922,0
1164,0
1977,1
2709,0
1471,0
1222,0
309,0
485,0
3067,0
3100,0
26,0
23,1
342,0
1898,1
2221,0
3230,0
2349,0
2629,0
1302,0
1438,0
298,0
2076,1
968,0
584,0
809,0
2987,0
3049,0
1694,0
3288,0
660,0
3121,0
1485,0
785,0
172,0
1510,0
100,0
2233,0
2044,1
1131,0
983,0
737,0
662,0
2298,0
1207,0
2053,0
1536,0
670,0
2741,0
3167,0
1904,1
1861,0
2094,1
2020,1
643,0
2613,0
1147,0
1795,0
32,0
1006,0
2627,0
2229,0
1762,0
845,0
669,0
1504,0
2779,1
1236,0
590,0
1372,0
2401,0
3240,0
632,0
2495,0
1837,0
1544,0
2716,0
340,0
1984,1
1327,0
506,0
1126,0
874,0
135,0
1382,0
2109,0
1444,0
2995,0
2015,0
3346,0
263,0
445,0
123,0
1192,0
881,0
1590,0
938,0
2500,0
2984,0
1530,0
1839,0
3308,0
1203,0
1237,0
3364,0
12,0
3052,0
112,0
1107,0
1422,0
1707,0
2435,0
3088,0
177,0
327,0
2374,0
3266,0
1703,0
1827,0
1851,0
1015,0
3228,0
3383,0
1183,0
654,0
1215,0
554,0
2824,1
2621,0
1673,0
251,0
925,0
1751,0
2603,0
586,0
89,0
1220,0
2695,0
3289,0
83,0
196,0
1429,0
2188,0
2714,0
507,0
2526,0
2416,0
824,0
944,0
3389,0
800,0
3316,0
1940,0
1367,0
827,0
880,0
2569,0
2092,1
419,0
244,0
2201,0
2074,1
2353,0
733,0
2333,0
2874,1
1466,0
1995,0
1507,0
1932,0
2607,0
2477,0
3315,0
2351,0
2338,0
1676,0
1456,0
106,0
392,0
3098,0
143,0
1893,0
237,0
3007,0
2896,0
1208,0
2850,1
1451,0
430,0
2877,1
813,0
3392,0
864,0
3111,0
849,0
1597,0
10,0
446,0
50,0
3117,0
81,0
2099,0
2049,0
3074,0
2204,0
1829,0
1805,0
2489,0
2301,0
249,0
1799,1
405,0
3050,0
1994,1
3149,0
2022,1
458,0
2348,0
2235,0
2140,0
1482,0
673,0
366,0
1896,1
1501,0
953,0
651,0
352,0
3006,0
708,1
615,0
413,0
2408,0
2478,0
1798,0
928,0
1939,1
57,0
2089,0
3248,0
1900,1
1414,0
2045,0
2396,0
295,0
2555,0
1996,1
17,0
2756,1
2137,0
610,0
756,0
2119,0
2048,1
1125,0
2637,0
1556,0
3054,0
1238,0
2762,1
588,0
937,0
3017,0
1254,0
1287,0
301,0
641,0
2582,0
901,0
1649,0
2171,0
706,1
437,0
444,0
1736,0
2765,1
2708,0
1929,1
2812,1
2154,0
195,0
2159,0
161,0
659,0
2387,0
1099,0
674,0
1816,0
3072,0
1103,0
2937,0
1520,0
1286,0
2736,0
749,0
1584,0
2297,0
530,0
1228,0
3166,0
3310,0
3184,0
1339,0
2319,0
877,0
7,0
1935,1
1026,0
3365,0
567,0
1495,0
1453,0
2673,0
490,0
442,0
563,0
1127,0
140,0
1303,0
750,0
333,0
891,0
9,1
963,0
1447,0
1988,1
2484,1
1330,1
2578,0
501,0
3173,0
1514,0
70,0
2965,0
1141,0
1523,0
1891,0
2142,0
1756,0
1418,0
835,0
1948,0
1338,0
1085,0
894,0
917,0
1689,0
3051,0
200,0
160,0
246,0
2138,0
1765,0
524,0
3203,0
1566,1
633,0
3339,0
389,1
2071,0
2667,0
2725,0
1531,0
2510,0
2798,1
1826,0
1926,0
2024,1
2115,0
3157,0
1277,0
1012,0
3352,0
396,0
1992,1
147,0
823,0
3177,0
557,0
924,0
2781,1
415,1
1331,1
921,0
1613,0
2904,0
3262,0
1363,0
1941,1
2618,0
520,0
1681,0
1373,0
2494,0
2568,0
49,1
19,0
156,0
457,0
1007,0
2243,0
2913,0
1084,0
3138,0
1232,0
712,0
2836,1
2620,0
2470,0
2594,0
2256,0
274,0
2863,1
1030,0
2592,0
1342,0
2207,0
3152,0
2531,0
3399,0
2465,0
2986,0
3171,0
417,0
1639,0
35,0
553,0
2729,0
2503,0
2210,0
625,0
2670,0
2292,0
441,0
2367,0
2634,0
951,0
1713,1
905,0
159,0
1318,0
1109,0
2581,0
505,0
2033,0
2737,1
2849,1
2429,0
1553,0
2310,0
1396,0
1600,0
3178,0
3276,0
2062,1
1168,0
3183,0
2915,0
3030,0
394,0
434,0
3218,0
3116,0
2467,0
3144,0
700,0
892,0
1423,0
1029,0
1468,0
2651,0
966,0
3192,0
3242,0
3062,0
2480,0
2483,0
284,0
460,0
2694,0
2242,0
1638,0
1759,0
364,0
2788,1
1888,1
1804,0
1443,0
3004,1
2537,0
30,0
2583,0
2471,0
3207,0
664,0
948,0
3042,0
1096,0
1687,0
603,0
906,0
2128,0
3034,0
3253,0
2988,0
1934,0
985,0
1972,0
1323,0
3285,0
1138,0
416,0
2504,0
2273,0
1691,0
2424,0
2389,0
1385,0
2304,0
2178,0
2505,0
3334,0
2940,0
1166,0
790,0
2098,1
1658,0
1526,0
2264,0
3384,0
3134,0
206,0
3122,0
2490,0
1870,0
2294,0
778,0
1957,1
3014,0
2263,0
1706,0
2518,0
3351,0
2574,0
1380,0
1838,0
1162,0
689,1
1945,1
2909,0
2160,0
2499,0
77,0
2144,0
657,0
2654,0
455,0
2889,1
541,0
2821,1
2509,0
1383,0
2911,0
1596,0
978,0
3154,0
2052,1
2696,0
3175,0
1648,1
1505,0
3055,0
1124,0
1306,0
2609,0
56,0
1562,0
1503,0
2576,0
2958,0
3221,0
2080,1
3372,0
692,0
197,0
254,0
913,0
2209,0
833,0
1668,1
15,0
2748,1
745,0
239,0
2656,0
2117,0
629,0
2742,0
2026,1
1230,0
1508,0
399,0
1690,0
642,0
2547,0
2829,1
1567,0
3301,0
2100,1
1666,0
48,1
1770,0
685,0
55,1
1239,0
842,0
600,0
2195,0
1349,1
2082,1
278,0
2921,0
517,0
777,0
3390,0
1136,0
1389,0
3385,0
3135,0
2182,0
3106,0
594,0
288,0
1052,0
1860,0
1430,0
995,0
3261,0
2314,0
1156,0
3370,0
1496,0
3322,0
3013,0
412,0
1359,0
371,0
3349,0
2663,0
2935,0
1197,0
515,0
2677,0
1959,1
1118,0
1214,0
157,0
720,0
1942,0
1652,0
2920,0
616,0
776,0
252,0
1955,1
2250,0
2037,0
1133,0
2804,1
20,0
286,0
1467,0
3113,0
462,0
2676,0
535,0
155,0
1769,0
882,0
747,0
3371,0
2340,0
2840,1
478,0
663,0
1161,0
2255,0
2721,0
182,0
1774,0
693,0
329,0
1311,0
2010,1
480,0
3269,0
1735,0
509,0
1384,0
380,1
3244,0
560,0
1315,0
1134,0
2817,1
2433,0
3376,0
1512,0
343,0
1545,0
1627,0
3280,0
1591,0
1,0
1123,0
2145,0
2822,1
1151,0
972,0
357,0
1340,0
980,0
1812,0
296,0
321,0
2532,0
2018,1
145,0
2451,0
783,0
769,0
3045,0
1415,0
707,0
2992,1
2590,0
886,0
1077,0
2181,0
2492,0
3202,0
2096,1
2690,0
2855,1
1630,0
1641,0
2704,0
1869,0
1918,1
3029,0
27,0
3227,0
2414,0
2332,0
3026,0
1070,0
2426,0
1897,0
134,0
817,0
1095,0
772,0
2059,0
3180,0
1436,0
851,0
1871,0
2801,1
3270,0
148,0
1187,0
1876,0
2311,0
589,0
1432,0
847,0
475,0
3343,0
2303,0
2371,0
2302,0
2131,0
1034,0
236,0
3219,0
180,0
788,0
2438,0
3094,0
2593,0
3332,0
1788,1
1923,1
571,0
1263,0
2057,0
1729,0
41,0
266,0
538,0
2786,1
3165,0
3391,0
3200,0
2335,0
272,0
158,0
1075,0
3366,0
1789,0
174,0
3324,0
2449,0
66,0
21,0
363,0
2290,0
1841,0
941,0
1757,0
1502,0
3212,0
2641,0
1499,0
404,0
832,0
1326,0
130,0
1833,0
3357,0
2816,1
1376,0
398,0
334,0
836,0
179,0
3234,0
217,0
121,0
3092,0
3169,0
3336,0
3326,0
1296,0
205,0
1025,0
2953,0
2003,0
1032,0
3063,0
1097,0
477,0
3303,0
1146,0
1322,0
543,0
2566,0
218,0
3277,0
936,0
2599,0
3003,0
1710,0
1704,0
1399,0
1295,0
2393,0
2885,1
2469,0
1440,0
1997,0
3291,0
1072,0
2835,1
238,0
848,0
2231,0
1555,0
146,0
1090,0
2927,0
111,0
3,1
3307,0
316,0
2423,0
1791,0
658,0
566,0
619,0
1209,0
1037,0
3053,0
1513,0
1343,0
1062,0
3141,0
1240,0
63,0
3201,0
95,1
2682,0
36,0
3071,0
2156,0
1036,0
751,0
1461,0
1534,0
403,0
67,0
3068,0
372,0
852,0
996,0
2961,0
1274,0
2619,0
2341,0
1631,0
3115,0
1907,0
1917,0
1206,0
2238,0
51,0
879,0
2354,0
3377,0
1403,0
2134,0
2476,0
190,0
1043,0
2007,0
1463,0
2831,1
285,0
2808,0
2448,0
305,0
1633,0
2267,0
1321,0
185,0
3064,0
1682,0
481,0
1684,0
2947,0
2914,0
2196,0
2864,1
463,0
1856,0
3077,0
1472,0
3232,0
2406,0
1500,0
1283,1
2254,0
574,0
3021,0
165,0
64,0
819,0
3287,0
2352,0
2645,0
2671,0
668,0
1308,0
2702,0
2755,1
219,0
2861,1
2960,1
1730,0
28,0
2390,0
82,0
3205,0
2975,0
1344,0
1176,0
2782,0
2563,0
532,0
358,0
2608,0
1178,0
1933,1
335,0
580,0
1481,0
649,0
1603,0
2251,0
758,0
2794,1
2739,1
3019,0
2612,0
3254,0
2575,0
1040,0
194,0
795,0
1634,0
2331,0
1492,0
2318,0
103,0
3369,0
2457,0
122,1
690,0
2771,1
84,0
3107,0
743,0
1010,0
2604,0
2187,0
1464,0
3085,0
2498,0
1336,0
2184,0
3041,0
3306,0
2959,0
1163,0
2996,0
2266,0
426,0
2710,0
2218,0
1079,0
2949,0
2796,1
872,0
1938,0
71,0
2580,0
2892,0
2919,0
926,0
2113,0
3187,0
492,0
3375,0
3083,0
3206,0
2278,0
2624,0
1611,0
2217,0
908,0
1121,0
551,0
1185,0
1219,0
1393,0
2400,0
548,0
2564,0
94,0
511,0
348,0
2133,0
3032,0
1410,0
1743,0
3360,0
724,0
1976,0
1001,0
2493,0
1754,0
191,0
1807,0
3143,0
3292,0
686,0
2316,0
173,0
573,1
2515,0
793,0
2118,0
2674,0
3275,0
885,0
2382,0
310,0
1662,0
322,0
1581,1
211,0
2912,0
386,1
1256,0
1191,0
1221,0
2330,0
608,1
3127,0
1417,0
58,0
3380,0
3265,0
3323,0
3327,0
96,1
3298,0
545,0
1354,0
2000,1
1153,0
3393,0
1309,0
2567,0
234,0
753,0
393,0
355,0
888,0
2720,0
1671,0
2596,0
1173,0
253,0
233,0
931,0
907,0
4,0
591,0
1273,0
411,0
1143,0
3099,0
719,0
721,0
2428,0
86,1
3290,0
1202,0
1617,0
2320,0
1490,0
1017,0
987,0
282,0
1506,0
1477,0
2520,0
627,0
491,0
2191,0
2077,0
1612,0
3381,0
2759,1
1098,0
636,0
2707,0
1281,1
3080,0
1269,0
1128,0
367,0
714,0
2932,0
1944,0
1695,0
1405,0
1312,0
1087,0
1822,0
2657,0
102,0
2867,1
710,1
3061,0
2972,0
1764,0
2120,0
47,1
810,0
684,0
308,0
1998,1
2460,0
1257,0
2459,0
3075,0
552,0
3194,0
2853,1
151,0
960,0
3082,0
2222,0
2698,0
3016,0
2282,0
108,0
2268,0
855,0
2288,0
2978,0
2339,0
110,0
387,0
915,0
947,0
2090,1
2413,0
914,0
2315,0
2437,0
1491,0
314,0
645,0
2871,1
1110,0
2686,0
2104,1
1775,0
1411,0
2847,1
761,0
1958,0
715,0
2350,0
3356,0
973,0
1465,0
930,0
1547,0
1768,0
2506,0
2066,1
561,0
370,0
3358,0
762,0
2979,0
456,0
3190,0
0,0
2376,0
1715,0
675,0
3139,0
107,0
99,0
920,0
1884,0
1233,0
1051,0
2309,0
1201,0
1004,0
1865,1
3057,0
1928,0
2450,0
3296,0
2192,0
1279,0
2597,0
703,1
104,0
1241,0
2041,0
1066,0
1973,1
1054,1
2208,0
970,0
1111,0
3174,0
2644,0
1963,1
1803,0
1863,0
410,0
522,0
1392,0
290,0
2967,0
2815,1
3000,0
2078,1
1538,0
3347,0
955,0
1193,0
859,0
2522,0
763,0
2101,0
3164,0
2649,0
2001,0
2054,1
695,1
873,0
1065,0
2606,0
495,0
1223,0
1057,0
1199,0
3189,0
1265,0
3104,0
766,0
2845,1
3160,0
360,0
646,0
484,0
337,0
75,0
1374,0
2164,0
3263,0
1913,0
1282,0
2749,1
1067,0
2549,0
1961,1
2876,1
1848,0
1050,0
2058,1
2605,0
1320,1
2844,1
1234,0
255,0
2447,0
1290,0
918,0
676,0
568,0
1021,0
562,0
537,0
2019,0
621,0
2420,0
2009,0
2153,0
1651,0
3091,0
1834,0
2981,0
1749,0
3311,0
508,0
818,0
1196,0
2299,0
3283,0
16,0
2929,0
2997,0
279,0
1369,0
943,0
2833,1
1628,0
3348,0
1005,0
2684,0
2326,0
2571,0
2760,1
267,0
1454,0
1815,0
2245,0
1509,0
3159,0
2814,1
2296,0
2114,0
2286,0
